observationID,phylum,class,order,family,genus,specificEpithet,sex,measurementType,measurementValue,measurementUnit,temperature,respiratoryQuotient,sampleSizeValue,comments,reference,inTextReference,publicationYear,fullReference,measurementMethod,metadataComment
1,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.087522565999999996,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
2,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.078147282999999998,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
3,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.076501371999999998,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
4,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.051613513,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
5,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.070445160000000007,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
6,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.074356853000000001,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
7,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.079843879000000006,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
8,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.066660496999999999,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
9,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.076311457999999999,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
10,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.075268726999999994,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
11,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.074185625000000005,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
12,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.076611250000000006,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
13,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.063289031999999995,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
14,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.058058469000000001,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
15,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.073586814,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
16,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.069422703000000002,mm3,,,,major,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
17,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.062161161999999999,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
18,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.038822036999999997,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
19,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.081500049000000005,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
20,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.057042064000000003,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
21,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.051536067999999997,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
22,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.078432432999999996,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
23,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.055244153999999997,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
24,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.064768260999999994,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
25,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.050882822000000001,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
26,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.050083084,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
27,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,,brain size,0.050342883999999997,mm3,,,,minor,205,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",immunostaining and microscopy
